brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket
Nissan,Patrol,160000,LE Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,15,449.5,4000.0,10666.666666666666,10.915106645867503,10+
Cadillac,Escalade,57412,ESV,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,449.5,4000.0,28706.0,12.807655372286902,2-3
DongFeng,M-Hero 917,3000,EREV,4 door,Hybrid,4,SUV,5 Seater,Left Hand,GCC Specs,1,849.5,1749.5,3000.0,12.506180941677355,0-1
Hyundai,Santa Fe,156093,SE,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,7,149.5,2249.5,22299.0,10.477316144080852,7-10
Nissan,Quest,165000,SL,4 door,Petrol,6,Van,8 Seater,Left Hand,American Specs,9,649.5,3249.5,18333.33333333333,10.518700218288163,7-10
Ford,Mustang,160000,GT,2 door,Petrol,8,Sports Car,4 Seater,Left Hand,American Specs,10,449.5,4000.0,16000.0,10.87806606028079,7-10
Chevrolet,Corvette,3000,Stingray,2 door,Petrol,8,Coupe,2 Seater,Left Hand,Canadian Specs,2,549.5,4000.0,1500.0,12.791080452981856,2-3
Land Rover,Range Rover,179000,Supercharged,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,18,549.5,4000.0,9944.444444444445,9.648659816955295,10+
MG,One,0,STD,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,1,149.5,1749.5,0.0,11.210481638644469,0-1
BMW,X7,32000,40i M Sport,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,Other,3,349.5,3249.5,10666.666666666666,12.608202196848836,2-3
Mitsubishi,Pajero,125000,GLS,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,9,149.5,3749.5,13888.888888888889,10.703266939811954,7-10
Hyundai,Santa Fe,146858,Limited,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,10,149.5,3249.5,14685.8,10.34177474101152,7-10
BMW,X5,137000,sDrive35i,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,American Specs,8,349.5,3749.5,17125.0,10.915106645867503,7-10
Audi,Q7,135000,45 TFSI Quattro,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,12,349.5,2749.5,11250.0,10.518700218288163,10+
Mercedes-Benz,CLA,118000,CLA250 4MATIC,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,9,249.5,,13111.111111111111,10.62135173563291,7-10
Nissan,Urvan,184386,NV350,3 door,Petrol,4,Other,8+ Seater,Left Hand,GCC Specs,6,149.5,2749.5,30731.0,11.034905792929415,4-6
Audi,A5,175000,35 TFSI,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,149.5,1749.5,15909.09090909091,10.12667110305036,10+
Ford,Territory,38000,Trend,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,12666.666666666666,10.819778284410283,2-3
MINI,Cooper,120000,Cooper S,2 door,Petrol,4,Hatchback,2 Seater,Left Hand,GCC Specs,15,149.5,2249.5,8000.0,9.546884034617923,10+
Mercedes-Benz,S-Class,20918,S 500,5+ doors,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,3,449.5,3249.5,6972.666666666667,12.970507396074806,2-3
Kia,K3,0,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Chinese Specs,1,49.5,1249.5,0.0,10.725489582719506,0-1
Land Rover,Range Rover Sport,0,HSE Dynamic,5+ doors,Petrol,6,SUV,4 Seater,Left Hand,Canadian Specs,1,449.5,2749.5,0.0,12.994532278619134,0-1
Honda,Civic,196187,LX,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,24523.375,10.545367754151744,7-10
Mercedes-Benz,G-Class,157000,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,6,349.5,4000.0,26166.666666666668,12.896719202134523,4-6
Land Rover,Range Rover Sport,168000,HSE,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,12,349.5,4000.0,14000.0,10.915106645867503,10+
Mercedes-Benz,GLS-Class,66000,GLS 450 4MATIC Premium Plus,4 door,Petrol,6,SUV,6 Seater,Left Hand,Other,4,349.5,2749.5,16500.0,12.428820118415675,4-6
BMW,2-Series,28000,228i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,5,249.5,249.5,5600.0,10.915106645867503,4-6
Ferrari,SF90 Stradale,4700,Assetto Fiorano,2 door,Hybrid,8,Coupe,2 Seater,Left Hand,GCC Specs,3,950.0,3749.5,1566.6666666666667,14.200773639026796,2-3
TANK,500,0,Prestige,4 door,Petrol,6,SUV,5 Seater,Left Hand,Other,1,349.5,249.5,0.0,11.884495917930655,0-1
Lincoln,Navigator,200000,Standard,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,12,349.5,3749.5,16666.666666666668,10.819798284210286,10+
Volvo,XC60,28000,B5 Core,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,1749.5,9333.333333333334,11.502885230075814,2-3
Dodge,Challenger,123000,R/T Scat Pack,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,7,449.5,4000.0,17571.428571428572,11.951186847493476,7-10
Mercedes-Benz,C-Class,97429,C300 4Matic,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,15,249.5,,6495.266666666666,10.12667110305036,10+
Volkswagen,Transporter,148700,Combi,3 door,Petrol,4,Van,5 Seater,Left Hand,GCC Specs,18,149.5,1749.5,8261.111111111111,10.12667110305036,10+
Mercedes-Benz,C-Class,53456,C200 Elegance,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,,2249.5,26728.0,12.045903893377352,2-3
Jeep,Grand Cherokee,78000,Limited,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,9,249.5,3249.5,8666.666666666666,11.097425172408931,7-10
Nissan,Xterra,78000,SE,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,4,249.5,2249.5,19500.0,11.141861783579396,4-6
Land Rover,Defender,20,110 X-Dynamic HSE,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,1,449.5,2749.5,20.0,13.233906541044401,0-1
Nissan,Juke,38000,SV,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,3800.0,10.34177474101152,7-10
Hyundai,Elantra,0,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Chinese Specs,1,149.5,1749.5,0.0,10.915106645867503,0-1
Mercedes-Benz,S-Class,99000,S 63 4Matic,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Korean Specs,8,449.5,4000.0,12375.0,12.095146671399466,7-10
Rolls-Royce,Phantom,9269,Extended Wheel Base,5+ doors,Petrol,12,Sedan,4 Seater,Left Hand,GCC Specs,3,549.5,4000.0,3089.6666666666665,14.770637698386924,2-3
Mitsubishi,ASX,21000,GLX,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,10500.0,10.89490430960068,2-3
Lexus,GS-Series,176000,GS 350 Platinum,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,9,349.5,,19555.555555555555,11.251573687764477,7-10
Mercedes-Benz,Viano,72000,Avantgarde,4 door,Petrol,6,Van,6 Seater,Left Hand,GCC Specs,12,249.5,3249.5,6000.0,10.53212287826962,10+
Hyundai,Staria,12000,Other,2 door,Petrol,6,SUV,,Left Hand,GCC Specs,3,249.5,2249.5,4000.0,11.759793355371237,2-3
Nissan,Urvan,81930,Other,4 door,Petrol,4,Van,2 Seater,Left Hand,GCC Specs,3,149.5,2749.5,27310.0,11.19822841866684,2-3
Ford,Ranger,61665,Wildtrak,4 door,Diesel,6,Pick Up Truck,5 Seater,Left Hand,GCC Specs,9,149.5,3249.5,6851.666666666667,11.09286942505702,7-10
Volkswagen,Touareg,177000,,,,,,,,,12,,,14750.0,9.898525260706313,10+
Land Rover,Defender,4000,Other,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,1,649.5,2249.5,4000.0,13.457407451830088,0-1
Mitsubishi,Attrage,108000,GLX,4 door,Petrol,3,Sedan,,Left Hand,GCC Specs,7,149.5,,15428.57142857143,9.770013301136158,7-10
Toyota,Corolla,174000,XLI,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,,29000.0,10.736418414365376,4-6
Toyota,Hilux,78000,Other,4 door,Petrol,4,Pick Up Truck,5 Seater,Left Hand,GCC Specs,6,149.5,2749.5,13000.0,10.950824090522444,4-6
Ford,Mustang,180000,Other,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,9,349.5,3749.5,20000.0,10.819798284210286,7-10
Maserati,Levante,55440,Other,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,6,349.5,3249.5,9240.0,11.95761769646754,4-6
Lamborghini,Urus,40136,Pearl Capsule,4 door,Petrol,8,SUV,5 Seater,Left Hand,European Specs,4,649.5,4000.0,10034.0,13.81451105863119,4-6
Mercedes-Benz,S-Class,41977,S 580,5+ doors,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,4,549.5,4000.0,10494.25,12.76727574444927,4-6
Jeep,Wrangler,121000,Sport,2 door,Petrol,6,SUV,4 Seater,Left Hand,GCC Specs,8,249.5,3749.5,15125.0,11.461537429252754,7-10
Maserati,GranTurismo,8000,Other,2 door,Petrol,6,Coupe,5 Seater,Left Hand,GCC Specs,2,449.5,3249.5,4000.0,12.608202196848836,2-3
Nissan,Patrol,10000,SE Platinum City,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,0,349.5,3749.5,10000.0,12.75130259456002,0-1
Nissan,Patrol Safari,92214,Safari,5+ doors,Petrol,6,SUV,6 Seater,Left Hand,GCC Specs,5,249.5,4000.0,18442.8,11.842236406331555,4-6
Roewe,RX5,0,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,0.0,10.757902880692196,2-3
Mercedes-Benz,CLA,55000,CLA250,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,149.5,1249.5,13750.0,11.842236406331555,4-6
Ford,Ecosport,150000,Trend,5+ doors,Petrol,3,SUV,5 Seater,Left Hand,GCC Specs,7,149.5,1249.5,21428.571428571428,10.064798252418376,7-10
Tesla,Model X,88359,Standard,5+ doors,Electric,,SUV,5 Seater,Left Hand,GCC Specs,3,649.5,249.5,29453.0,12.25486757159303,2-3
Mercedes-Maybach,GLS-Class,32829,GLS 600,4 door,Petrol,8,SUV,6 Seater,Left Hand,American Specs,3,449.5,4000.0,10943.0,13.102160670086809,2-3
Ford,F-Series Pickup,33000,XLT,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,3,649.5,4000.0,11000.0,11.842236406331557,2-3
Jeep,Wrangler,162608,Sport,5+ doors,Petrol,6,SUV,4 Seater,Left Hand,GCC Specs,11,249.5,3749.5,14782.545454545454,10.645448706505872,10+
Mazda,CX-9,94000,GT,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,5,249.5,2749.5,18800.0,11.39640288460621,4-6
Bentley,Continental,39600,GT Speed Special Edition,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,9,649.5,4000.0,4400.0,12.502470376049185,7-10
BMW,X5,11754,xDrive40i M Sport,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,1,349.5,2749.5,11754.0,12.861001210669146,0-1
Jaguar,XF,106000,Other,4 door,Petrol,4,Sedan,,Left Hand,GCC Specs,9,249.5,,11777.777777777777,10.463131911491967,7-10
Mercedes-Benz,V-Class,125680,V 250,5+ doors,Petrol,6,Van,8 Seater,Left Hand,GCC Specs,4,,,31420.0,11.998439434579149,4-6
Toyota,Yaris,260000,Other,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,16,149.5,1749.5,16250.0,9.39274525863144,10+
Jeep,Grand Cherokee,185000,Trailhawk,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,11,149.5,3249.5,16818.18181818182,10.25769445336048,10+
BMW,2-Series,90000,218i Gran Coupe,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,249.5,1749.5,22500.0,11.2885436473206,4-6
Nissan,Sunny,235000,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Other,6,49.5,1749.5,39166.66666666666,9.680406499268877,4-6
Mazda,3,30000,Select,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,1,149.5,2249.5,30000.0,11.080618310893968,0-1
BMW,X2,128982,xDrive 20i,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,149.5,2249.5,16122.75,10.915106645867503,7-10
Infiniti,G37,298000,Premium,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,15,349.5,2749.5,19866.666666666668,9.472781556562168,10+
Dodge,Charger,255000,SXT,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,13,349.5,3249.5,19615.384615384617,9.680406499268875,10+
MG,HS,4000,Comfort,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,2000.0,11.22191786908987,2-3
Nissan,Xterra,50076,Titanium,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,3,,2749.5,16692.0,11.440354772135393,2-3
Mitsubishi,EclipseCross,82000,GLS,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,149.5,1249.5,20500.0,10.799575577092764,4-6
Nissan,Sentra,260000,SL,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,26000.0,9.99884318585288,7-10
Mercedes-Benz,G-Class Brabus,20258,Other,4 door,Petrol,8,SUV,5 Seater,Left Hand,Japanese Specs,5,,4000.0,4051.6,13.578522867254332,4-6
BMW,4-Series,500,430i M Sport,2 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,1,249.5,2249.5,500.0,12.367345048436391,0-1
Toyota,Rav 4,50136,Basic,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,2749.5,16712.0,11.350418300109132,2-3
Toyota,Rav 4,0,GXR,4 door,Hybrid,4,SUV,5 Seater,Left Hand,GCC Specs,1,149.5,2249.5,0.0,11.665655135642039,0-1
Mercedes-Benz,GLS-Class,82886,GLS 450,4 door,Petrol,6,SUV,6 Seater,Left Hand,American Specs,5,349.5,3249.5,16577.2,12.323855681186558,4-6
Nissan,Pathfinder,27000,SL,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,3,349.5,2749.5,9000.0,11.264476926102367,2-3
Chevrolet,Tahoe,61493,LS,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,3,,4000.0,20497.666666666668,11.83934736573794,2-3
Dodge,Charger,80216,SXT,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,12,249.5,3749.5,6684.666666666667,10.5713425658087,10+
Nissan,Tiida,300000,Other,5+ doors,Petrol,3,Hatchback,5 Seater,Left Hand,American Specs,13,149.5,1749.5,23076.923076923078,9.059633754551479,10+
Lexus,ES-Series,350000,ES 350,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,19,249.5,3249.5,18421.052631578947,9.433563920090563,10+
Genesis,GV80,8662,Royal,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,3749.5,2887.3333333333335,12.34148164933907,2-3
Mercedes-Benz,E-Class,45304,E 300,5+ doors,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,12,249.5,3749.5,3775.3333333333335,11.000448478455008,10+
Bentley,Bentayga,158000,W12 First Edition AWD,4 door,Petrol,12,SUV,5 Seater,Left Hand,GCC Specs,8,649.5,,19750.0,12.149507585033072,7-10
Bentley,Continental,142150,GT V8,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,12,449.5,4000.0,11845.833333333334,11.599112335481124,10+
MG,MG 7,42500,Luxury,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,1,149.5,1749.5,42500.0,11.407576060361786,0-1
Chery,iCar,150,Other,5+ doors,Electric,,SUV,5 Seater,Left Hand,Chinese Specs,1,449.5,,150.0,11.849404844423074,0-1
BMW,X5,69999,M50i,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,6,549.5,4000.0,11666.5,12.337105293891872,4-6
Mercedes-Benz,S-Class,41392,S 500,4 door,Petrol,8,Sedan,4 Seater,Left Hand,GCC Specs,12,449.5,4000.0,3449.3333333333335,11.736077016252437,10+
Mitsubishi,Pajero,59474,Signature Edition,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,6,249.5,3749.5,9912.333333333334,11.127277689932466,4-6
Chevrolet,Trailblazer,115000,LS,4 door,Petrol,3,SUV,5 Seater,Left Hand,American Specs,5,149.5,1249.5,23000.0,10.203629181337648,4-6
Mercedes-Maybach,GLS-Class,53633,GLS 600 4Matic,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,4,549.5,4000.0,13408.25,13.493928313146206,4-6
BMW,X4,6,xDrive30i M Sport,4 door,Petrol,4,Coupe,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,6.0,12.429216196844383,0-1
Audi,A7,186000,3.0 TFSI Quattro S tronic,4 door,Petrol,6,Coupe,5 Seater,Left Hand,GCC Specs,12,349.5,2749.5,15500.0,10.59665973278358,10+
Mercedes-Benz,GLS-Class,0,GLS 450,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,1,349.5,3249.5,0.0,13.017005083966255,0-1
Honda,HR-V,68000,EX,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,11333.333333333334,10.491301994830229,4-6
Tesla,Model Y,24000,Standard,5+ doors,Electric,Unknown,SUV,5 Seater,Left Hand,GCC Specs,2,449.5,,12000.0,11.736077016252436,2-3
Lexus,GX 460,131000,Premium,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,11,449.5,,11909.09090909091,11.264476926102367,10+
Dodge,Charger,106000,SXT,4 door,Petrol,6,Sports Car,5 Seater,Left Hand,American Specs,8,349.5,3249.5,13250.0,10.463131911491969,7-10
Porsche,Cayman,270000,S,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,12,349.5,3249.5,22500.0,11.736077016252436,10+
Rolls-Royce,Phantom,0,Extended Wheel Base,4 door,Petrol,12,Sedan,4 Seater,Left Hand,GCC Specs,2,549.5,4000.0,0.0,14.910784279814974,2-3
Li Auto,L7,66000,Pro,4 door,Hybrid,4,SUV,5 Seater,Left Hand,Chinese Specs,3,449.5,1249.5,22000.0,11.842236406331557,2-3
BMW,X5,119000,xDrive35i M Sport,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,8,349.5,3249.5,14875.0,11.678448377988165,7-10
BMW,X6,140000,Xdrive35i Exclusive,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,13,349.5,3249.5,10769.23076923077,10.805699643800724,10+
Volkswagen,Touareg,87000,Comfortline,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,6,349.5,2749.5,14500.0,11.542493975902508,4-6
Kia,Carnival,73750,LX,5+ doors,Petrol,6,Van,8 Seater,Left Hand,GCC Specs,2,249.5,3249.5,36875.0,11.634266607494453,2-3
Kia,Telluride,81000,Other,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,5,249.5,,16200.0,11.156250521031495,4-6
Kia,Optima,190000,EX,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,14,449.5,1749.5,13571.42857142857,9.581972891547895,10+
Toyota,Land Cruiser 76 series,25000,Other,2 door,Petrol,,SUV,2 Seater,Left Hand,GCC Specs,8,,2249.5,3125.0,11.751950239425476,7-10
Toyota,Corolla,89595,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Other,4,149.5,1249.5,22398.75,10.645424897265505,4-6
Audi,A8,52784,55 TFSI Quattro,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,4,349.5,3249.5,13196.0,12.278397958261774,4-6
Audi,Q8,5000,55 TFSI quattro,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,3249.5,1666.6666666666667,12.793859310432293,2-3
Jeep,Wrangler,9715,Sahara,2 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,3749.5,3238.333333333333,11.803353763090035,2-3
Aston Martin,Vanquish,65699,Volante,2 door,Petrol,12,Soft Top Convertible,2 Seater,Left Hand,GCC Specs,11,549.5,4000.0,5972.636363636364,12.762830066509972,10+
BMW,7-Series,109000,750Li,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,20,349.5,4000.0,5450.0,9.210440366976515,10+
Ford,F-Series Pickup,70431,King Ranch,4 door,Petrol,6,Pick Up Truck,5 Seater,Left Hand,American Specs,8,349.5,3249.5,8803.875,11.385092093460344,7-10
Ford,Escape,75340,SEL,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,149.5,2249.5,10762.857142857143,10.357774570341576,7-10
Land Rover,Range Rover,1690,Autobiography,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,American Specs,1,549.5,,1690.0,13.199326270390594,0-1
Bentley,Continental,138000,Other,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,18,449.5,4000.0,7666.666666666667,10.596659732783579,10+
BMW,7-Series,24000,760Li,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,7,649.5,4000.0,3428.5714285714284,12.367345048436391,7-10
Renault,Duster,84000,SE 4X4,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,European Specs,9,149.5,1749.5,9333.333333333334,9.472781556562168,7-10
Geely,Coolray,9000,GF,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,249.5,1749.5,4500.0,10.950824090522444,2-3
Audi,A6,190000,S-line,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,16,349.5,3249.5,11875.0,9.952325334619427,10+
Nissan,Patrol,151000,LE Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,6,449.5,4000.0,25166.666666666668,11.917730355182512,4-6
Mercedes-Benz,AMG,114000,GT 43,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,6,349.5,3249.5,19000.0,12.314927050442256,4-6
Nissan,Patrol,244444,SE Platinum City,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,10,349.5,4000.0,24444.4,10.915106645867503,7-10
Mercedes-Benz,G-Class,75000,G 63 AMG,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,6,549.5,3749.5,12500.0,13.26212705890841,4-6
Aston Martin,DBX,36123,550,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,549.5,4000.0,7224.6,13.102162710901052,4-6
Kia,Sportage,22000,X-Pro,4 door,Petrol,4,Crossover,5 Seater,Left Hand,American Specs,3,249.5,,7333.333333333333,11.034905792929415,2-3
Mercedes-Benz,CLA,32000,CLA250,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,5,249.5,1749.5,6400.0,11.350418300109132,4-6
Land Rover,Range Rover Sport,102000,SVR,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,American Specs,10,549.5,4000.0,10200.0,11.599112335481124,7-10
Jeep,Grand Cherokee,112000,Laredo,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,5,249.5,3749.5,22400.0,11.141876276228,4-6
Mercedes-Benz,CLC,179000,Other,4 door,Petrol,4,Coupe,5 Seater,Left Hand,GCC Specs,7,,2249.5,25571.42857142857,11.652696102959752,7-10
Toyota,Hiace,0,Standard,2 door,Diesel,4,Van,8+ Seater,Left Hand,Other,1,149.5,2249.5,0.0,11.477308649967686,0-1
BMW,7-Series,83000,750Li xDrive,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,8,449.5,4000.0,10375.0,11.502885230075814,7-10
Toyota,Camry,27000,SE,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,3,249.5,2249.5,9000.0,11.350418300109132,2-3
BMW,5-Series,0,530i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,0,249.5,2249.5,0.0,12.337100907936577,0-1
Lexus,RX-Series,65127,Other,4 door,Petrol,6,SUV,,Left Hand,American Specs,14,,,4651.928571428572,10.596659732783579,10+
Porsche,Cayman,15335,GT4,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,6,449.5,3749.5,2555.833333333333,12.948012371209098,4-6
Volkswagen,Golf,284000,GTI,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,12,449.5,2249.5,23666.666666666668,9.546884034617923,10+
Mercedes-Benz,S-Class,57504,S 450,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,6,349.5,3249.5,9584.0,12.06105265381003,4-6
Mercedes-Benz,CL-Class,60892,CL 63 AMG,2 door,Petrol,8,Coupe,4 Seater,Left Hand,Japanese Specs,18,549.5,4000.0,3382.8888888888887,12.206072645530174,10+
Land Rover,Range Rover Evoque,135000,R-Dynamic HSE,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,6,249.5,2249.5,22500.0,11.695255355062796,4-6
MINI,Cooper,135000,Cooper,3 door,Petrol,4,Hatchback,4 Seater,Left Hand,GCC Specs,14,149.5,1749.5,9642.857142857143,9.798182590890704,10+
Mercedes-Benz,GLE-Class,52322,GLE 63 S AMG 4Matic,4 door,Petrol,8,SUV,5 Seater,Left Hand,Other,5,649.5,2749.5,10464.4,12.301382825334498,4-6
Nissan,Rogue,24300,SV,5+ doors,Petrol,3,SUV,5 Seater,Left Hand,American Specs,3,149.5,1249.5,8100.0,10.799595985047786,2-3
Kia,Sportage,14,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,Chinese Specs,1,149.5,1249.5,14.0,11.320565693461432,0-1
Kia,K3,0,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,Korean Specs,2,149.5,1749.5,0.0,10.993748398115178,2-3
Ford,Edge,100000,SEL,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,9,249.5,,11111.111111111111,10.545367754151743,7-10
Mercedes-Benz,S-Class,0,S 500,4 door,Petrol,6,Sedan,5 Seater,Left Hand,European Specs,2,449.5,2749.5,0.0,13.159661088928443,2-3
Land Rover,Range Rover,175000,Autobiography,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,12,449.5,4000.0,14583.333333333334,10.915106645867503,10+
Chevrolet,Cruze,182045,LS,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,20227.222222222223,9.825580063659602,7-10
Lexus,NX-Series,131000,NX 200t Platinum,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,9,249.5,749.5,14555.555555555557,10.915106645867503,7-10
GAC,GS3,0,Emzoom R-Style,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,0,149.5,1749.5,0.0,11.225243392518449,0-1
Nissan,Armada,74000,Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,6,449.5,4000.0,12333.333333333334,11.842236406331555,4-6
